customer_id,customer_name,registration_date,is_vip,order_id,order_date,product_id,product_name,category,unit_price,item_quantity,total_item_price,total_order_value_percentage
1,Customer 1,2022-12-31 04:19:19,True,0,2025-05-03 08:09:20,1,Item 1 for Order 2,Home Goods,52.7,2,105.4,100.0
1,Customer 1,2022-12-31 04:19:19,True,0,2025-05-03 08:09:20,2,Item 2 for Order 2,Misc,498.45,5,2492.25,95.94248647816295
1,Customer 1,2022-12-31 04:19:19,True,0,2025-05-03 08:09:20,3,Item 3 for Order 2,Misc,168.15,1,168.15,6.079615301178682
1,Customer 1,2022-12-31 04:19:19,True,3,2023-09-06 00:42:50,1,Item 1 for Order 3,Electronics,377.96,1,377.96,100.0
1,Customer 1,2022-12-31 04:19:19,True,84,2024-02-27 21:24:16,0,N/A,Misc,0.0,0,0.0,0.0
2,Customer 2,2022-05-27 00:23:28,False,3,2023-01-01 07:32:50,0,N/A,Misc,0.0,0,0.0,0.0
2,Customer 2,2022-05-27 00:23:28,False,5,2024-08-28 19:37:56,1,Item 1 for Order 5,Misc,342.68,2,685.36,100.0
2,Customer 2,2022-05-27 00:23:28,False,5,2024-08-28 19:37:56,2,Item 2 for Order 5,Apparel,134.09,0,0.0,0.0
2,Customer 2,2022-05-27 00:23:28,False,5,2024-08-28 19:37:56,3,Item 3 for Order 5,Electronics,295.97,1,295.97,30.160088858997486
2,Customer 2,2022-05-27 00:23:28,False,5,2024-08-28 19:37:56,4,Item 4 for Order 5,Misc,316.01,4,1264.04,56.29539897656066
2,Customer 2,2022-05-27 00:23:28,False,6,2024-08-19 12:44:15,1,Item 1 for Order 6,Home Goods,404.43,4,1617.72,100.0
2,Customer 2,2022-05-27 00:23:28,False,6,2024-08-19 12:44:15,2,Item 2 for Order 6,Home Goods,145.27,3,435.81000000000006,21.22248031438547
3,Customer 3,2022-01-20 00:24:36,False,7,2023-10-21 05:21:52,0,Item 3 for Order 7,Home Goods,19.1,5,95.5,6.7335081930225344
3,Customer 3,2022-01-20 00:24:36,False,7,2025-03-19 19:55:40,0,N/A,Misc,0.0,0,0.0,0.0
3,Customer 3,2022-01-20 00:24:36,False,7,2023-10-21 05:21:52,1,Item 1 for Order 7,Electronics,180.68,3,542.04,100.0
3,Customer 3,2022-01-20 00:24:36,False,7,2023-10-21 05:21:52,2,Item 2 for Order 7,Misc,390.37,2,780.74,59.02266438863606
3,Customer 3,2022-01-20 00:24:36,False,7,2023-10-21 05:21:52,4,Item 4 for Order 7,Books,393.32,3,1179.96,45.41381858488824
4,Customer 4,2022-05-09 03:51:05,True,0,2025-02-01 21:43:33,1,Item 1 for Order 9,Apparel,498.83,1,498.83,100.0
4,Customer 4,2022-05-09 03:51:05,True,0,2025-02-01 21:43:33,2,   ,Misc,37.13,1,37.13,6.92775580267184
4,Customer 4,2022-05-09 03:51:05,True,0,2025-02-01 21:43:33,3,Item 3 for Order 9,Home Goods,278.53,2,557.06,50.965215641067864
4,Customer 4,2022-05-09 03:51:05,True,0,2025-02-01 21:43:33,4,Item 4 for Order 9,Misc,416.93,2,833.86,43.27513908494561
4,Customer 4,2022-05-09 03:51:05,True,10,2025-02-16 23:36:58,1,Item 1 for Order 10,Electronics,140.12,1,140.12,100.0
4,Customer 4,2022-05-09 03:51:05,True,10,2025-02-16 23:36:58,2,Item 2 for Order 10,Apparel,61.37,5,306.84999999999997,68.65113989753226
6,Customer 6,2023-08-07 11:01:29,False,10,2025-06-16 23:38:58,0,N/A,Misc,0.0,0,0.0,0.0
7,Customer 7,2022-05-05 12:49:27,False,10,2024-03-29 19:35:24,0,N/A,Misc,0.0,0,0.0,0.0
7,Customer 7,2022-05-05 12:49:27,False,13,2025-01-16 09:12:03,1,Item 1 for Order 13,Home Goods,10.39,3,31.17,100.0
7,Customer 7,2022-05-05 12:49:27,False,13,2025-01-16 09:12:03,2,Item 2 for Order 13,Home Goods,88.83,2,177.66,85.07398362304266
7,Customer 7,2022-05-05 12:49:27,False,13,2025-01-16 09:12:03,3,Item 3 for Order 13,Apparel,479.75,5,2398.75,91.99142499942475
7,Customer 7,2022-05-05 12:49:27,False,13,2025-01-16 09:12:03,4,Item 4 for Order 13,Apparel,389.02,5,1945.1,42.72428547580765
8,Customer 8,2022-01-15 19:06:56,True,0,2023-02-10 15:29:15,1,Item 1 for Order 14,Books,343.64,5,1718.1999999999998,100.0
8,Customer 8,2022-01-15 19:06:56,True,15,2023-08-20 02:36:30,0,Item 1 for Order 15,Apparel,271.69,4,1086.76,100.0
8,Customer 8,2022-01-15 19:06:56,True,15,2023-08-20 02:36:30,2,Item 2 for Order 15,Apparel,326.56,3,979.6800000000001,47.40907067226728
8,Customer 8,2022-01-15 19:06:56,True,15,2023-08-20 02:36:30,3,Item 3 for Order 15,Misc,0.0,4,0.0,0.0
9,Customer 9,2022-01-18 20:53:36,False,16,2023-11-12 16:01:13,1,Item 1 for Order 16,Misc,455.9,1,455.9,100.0
9,Customer 9,2022-01-18 20:53:36,False,16,2023-11-12 16:01:13,2,Item 2 for Order 16,Home Goods,469.09,4,1876.36,80.45243669230703
9,Customer 9,2022-01-18 20:53:36,False,16,2023-11-12 16:01:13,3,Item 3 for Order 16,Misc,16.97,5,84.85,3.510390507672386
9,Customer 9,2022-01-18 20:53:36,False,16,2023-11-12 16:01:13,4,Item 4 for Order 16,Misc,99.69,1,99.69,3.960982199618564
9,Customer 9,2022-01-18 20:53:36,False,17,2024-12-06 14:20:30,1,Item 1 for Order 17,Apparel,349.27,1,349.27,100.0
9,Customer 9,2022-01-18 20:53:36,False,18,2025-01-03 16:45:51,1,Item 1 for Order 18,Electronics,466.33,1,466.33,100.0
9,Customer 9,2022-01-18 20:53:36,False,18,2025-01-03 16:45:51,2,Item 2 for Order 18,Books,33.03,3,99.09,17.52502564465353
9,Customer 9,2022-01-18 20:53:36,False,19,2025-03-31 16:55:58,1,Item 1 for Order 19,Electronics,362.25,2,724.5,100.0
10,Customer 10,2024-04-06 17:57:38,False,20,2025-05-30 19:26:40,1,Item 1 for Order 20,Home Goods,342.76,2,685.52,100.0
10,Customer 10,2024-04-06 17:57:38,False,21,2025-03-25 10:08:03,1,Item 1 for Order 21,Electronics,447.97,5,2239.8500000000004,100.0
10,Customer 10,2024-04-06 17:57:38,False,21,2025-03-25 10:08:03,2,Item 2 for Order 21,Electronics,416.21,3,1248.6299999999999,35.7929528046599
11,Customer 11,2022-03-17 02:58:46,True,0,1970-01-01 00:00:00,0,N/A,Misc,0.0,0,0.0,0.0
12,Customer 12,1970-01-01 00:00:00,False,22,2025-04-19 18:17:21,1,Item 1 for Order 22,Books,46.84,1,46.84,100.0
12,Customer 12,1970-01-01 00:00:00,False,22,2025-04-19 18:17:21,2,Item 2 for Order 22,Home Goods,47.13,4,188.52,80.09857239972807
12,Customer 12,1970-01-01 00:00:00,False,22,2025-04-19 18:17:21,3,Item 3 for Order 22,Home Goods,264.4,1,264.4,52.90539458940291
12,Customer 12,1970-01-01 00:00:00,False,23,2024-07-13 20:31:44,1,Item 1 for Order 23,Misc,172.16,5,860.8,100.0
13,Customer 13,2023-10-30 07:34:32,False,23,2024-06-23 21:55:53,0,N/A,Misc,0.0,0,0.0,0.0
13,Customer 13,2023-10-30 07:34:32,False,25,2024-11-13 16:17:30,0,Item 1 for Order 25,Misc,120.09,3,360.27,100.0
13,Customer 13,2023-10-30 07:34:32,False,25,2024-11-13 16:17:30,2,Item 2 for Order 25,Misc,382.92,1,382.92,51.52383643482824
14,Customer 14,2023-04-28 01:20:45,False,25,2023-12-03 11:25:05,0,N/A,Misc,0.0,0,0.0,0.0
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,0,Item 2 for Order 27,Electronics,207.23,4,828.92,58.424843879953194
14,Customer 14,2023-04-28 01:20:45,False,27,2024-03-17 05:41:44,0,N/A,Misc,0.0,0,0.0,0.0
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,1,Item 1 for Order 27,Apparel,294.93,2,589.86,100.0
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,3,Item 3 for Order 27,Home Goods,18.35,5,91.75,6.074026997146697
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,4,Item 4 for Order 27,Books,46.24,1,46.24,2.9702525100046895
14,Customer 14,2023-04-28 01:20:45,False,27,2025-05-26 05:06:38,5,Item 5 for Order 27,Apparel,255.05,4,1020.2,39.58912986957551
15,Customer 15,2023-01-05 10:56:57,True,27,2023-04-20 13:39:59,0,N/A,Misc,0.0,0,0.0,0.0
16,Customer 16,2022-09-22 19:35:51,False,30,2024-10-08 00:29:36,1,Item 1 for Order 30,Electronics,93.46,3,280.38,100.0
16,Customer 16,2022-09-22 19:35:51,False,30,2024-10-08 00:29:36,2,Item 2 for Order 30,Home Goods,90.41,0,0.0,0.0
16,Customer 16,2022-09-22 19:35:51,False,30,2024-10-08 00:29:36,3,Item 3 for Order 30,Home Goods,95.09,5,475.45000000000005,62.90435679980948
16,Customer 16,2022-09-22 19:35:51,False,31,2022-09-25 13:20:07,1,Item 1 for Order 31,Books,30.93,1,30.93,100.0
16,Customer 16,2022-09-22 19:35:51,False,31,2022-09-25 13:20:07,2,Item 2 for Order 31,Electronics,185.62,5,928.1,96.77486627112812
16,Customer 16,2022-09-22 19:35:51,False,31,2022-09-25 13:20:07,3,Item 3 for Order 31,Electronics,120.9,1,120.9,11.19517005731853
16,Customer 16,2022-09-22 19:35:51,False,31,2022-09-25 13:20:07,4,Item 4 for Order 31,Misc,184.73,2,369.46,25.49072368375661
16,Customer 16,2022-09-22 19:35:51,False,31,2022-09-25 13:20:07,5,Item 5 for Order 31,Electronics,0.0,3,0.0,0.0
17,Customer 17,2022-07-15 23:17:14,True,32,2023-05-17 05:41:03,0,Item 1 for Order 32,Electronics,312.52,4,1250.08,100.0
17,Customer 17,2022-07-15 23:17:14,True,32,2023-05-17 05:41:03,2,Item 2 for Order 32,Books,360.82,5,1804.1,59.06986490645607
17,Customer 17,2022-07-15 23:17:14,True,32,2023-05-17 05:41:03,3,Item 3 for Order 32,Books,372.73,2,745.46,19.61922708467118
17,Customer 17,2022-07-15 23:17:14,True,32,2023-05-17 05:41:03,4,Item 4 for Order 32,Misc,482.97,4,1931.88,33.706241974205795
17,Customer 17,2022-07-15 23:17:14,True,33,2024-02-18 18:51:35,0,Item 4 for Order 33,Home Goods,80.89,1,80.89,6.790460280550356
17,Customer 17,2022-07-15 23:17:14,True,33,2024-02-18 18:51:35,1,Item 1 for Order 33,Home Goods,167.32,1,167.32,100.0
17,Customer 17,2022-07-15 23:17:14,True,33,2024-02-18 18:51:35,2,Item 2 for Order 33,Home Goods,314.34,3,943.02,84.93074193490283
17,Customer 17,2022-07-15 23:17:14,True,33,2024-02-18 18:51:35,3,Item 3 for Order 33,Misc,0.0,5,0.0,0.0
17,Customer 17,2022-07-15 23:17:14,True,33,2024-02-18 18:51:35,5,Item 5 for Order 33,Books,269.42,3,808.26,40.4233079435256
17,Customer 17,2022-07-15 23:17:14,True,34,2024-07-04 01:52:04,1,Item 1 for Order 34,Misc,168.54,1,168.54,100.0
17,Customer 17,2022-07-15 23:17:14,True,34,2024-07-04 01:52:04,2,Item 2 for Order 34,Electronics,267.12,4,1068.48,86.37532133676092
17,Customer 17,2022-07-15 23:17:14,True,34,2024-07-04 01:52:04,3,Item 3 for Order 34,Misc,398.3,3,1194.9,49.13401756636732
17,Customer 17,2022-07-15 23:17:14,True,34,2024-07-04 01:52:04,4,Item 4 for Order 34,Apparel,492.5,2,985.0,28.827130866394295
18,Customer 18,2023-12-07 02:31:09,False,0,2025-04-14 18:21:25,0,Item 3 for Order 35,Home Goods,295.12,3,885.36,43.96267919300459
18,Customer 18,2023-12-07 02:31:09,False,0,2025-04-14 18:21:25,1,Item 1 for Order 35,Home Goods,237.86,1,237.86,100.0
18,Customer 18,2023-12-07 02:31:09,False,0,2025-04-14 18:21:25,2,Item 2 for Order 35,Misc,296.89,3,890.67,78.92302375656828
18,Customer 18,2023-12-07 02:31:09,False,0,2025-04-14 18:21:25,4,Item 4 for Order 35,Apparel,497.44,4,1989.76,49.69864998189153
18,Customer 18,2023-12-07 02:31:09,False,36,2024-03-15 22:05:36,1,Item 1 for Order 36,Books,27.3,2,54.6,100.0
18,Customer 18,2023-12-07 02:31:09,False,36,2024-03-15 22:05:36,2,Item 2 for Order 36,Electronics,217.33,5,1086.65,95.2157721796276
18,Customer 18,2023-12-07 02:31:09,False,36,2024-03-15 22:05:36,3,Item 3 for Order 36,Electronics,86.73,3,260.19,18.56590364196826
18,Customer 18,2023-12-07 02:31:09,False,36,2024-03-15 22:05:36,4,Item 4 for Order 36,Misc,185.34,1,185.34,11.680258132822447
18,Customer 18,2023-12-07 02:31:09,False,37,2024-01-13 01:55:27,1,Item 1 for Order 37,Electronics,417.11,2,834.22,100.0
18,Customer 18,2023-12-07 02:31:09,False,37,2024-01-13 01:55:27,2,Item 2 for Order 37,Books,404.08,0,0.0,0.0
18,Customer 18,2023-12-07 02:31:09,False,37,2024-01-13 01:55:27,3,Item 3 for Order 37,Misc,175.25,3,525.75,38.658941006051606
18,Customer 18,2023-12-07 02:31:09,False,37,2024-01-13 01:55:27,4,Item 4 for Order 37,Books,130.45,4,521.8,27.72921239046217
18,Customer 18,2023-12-07 02:31:09,False,37,2024-01-13 01:55:27,5,Item 5 for Order 37,Electronics,0.0,3,0.0,0.0
18,Customer 18,2023-12-07 02:31:09,False,38,2024-03-27 02:25:19,1,Item 1 for Order 38,Home Goods,397.95,4,1591.8,100.0
18,Customer 18,2023-12-07 02:31:09,False,38,2024-03-27 02:25:19,2,Item 2 for Order 38,Misc,219.48,2,438.96,21.615552797967265
18,Customer 18,2023-12-07 02:31:09,False,38,2024-03-27 02:25:19,3,Item 3 for Order 38,Electronics,263.83,2,527.66,20.624447901439165
18,Customer 18,2023-12-07 02:31:09,False,38,2024-03-27 02:25:19,4,Item 4 for Order 38,Misc,432.88,1,432.88,14.471300103633872
19,Customer 19,2022-06-28 20:09:12,False,0,1970-01-01 00:00:00,0,N/A,Misc,0.0,0,0.0,0.0
20,Customer 20,2022-11-11 15:05:46,False,38,2024-09-15 22:51:11,0,N/A,Misc,0.0,0,0.0,0.0
20,Customer 20,2022-11-11 15:05:46,False,38,2025-04-18 01:17:05,0,N/A,Misc,0.0,0,0.0,0.0
20,Customer 20,2022-11-11 15:05:46,False,41,2024-09-18 02:12:44,0,Item 2 for Order 41,Misc,352.14,1,352.14,70.6215029179953
20,Customer 20,2022-11-11 15:05:46,False,41,2024-09-18 02:12:44,1,Item 1 for Order 41,Electronics,146.49,1,146.49,100.0
21,Customer 21,2024-02-01 12:36:34,False,42,2024-12-06 11:58:26,0,Item 1 for Order 42,Apparel,465.14,3,1395.42,100.0
21,Customer 21,2024-02-01 12:36:34,False,42,2025-06-07 20:55:09,0,N/A,Misc,0.0,0,0.0,0.0
21,Customer 21,2024-02-01 12:36:34,False,42,2024-12-06 11:58:26,2,Item 2 for Order 42,Misc,410.04,1,410.04,22.711109634109867
21,Customer 21,2024-02-01 12:36:34,False,42,2024-12-06 11:58:26,3,Item 3 for Order 42,Electronics,102.67,2,205.34,10.21185597772031
21,Customer 21,2024-02-01 12:36:34,False,42,2024-12-06 11:58:26,4,Item 4 for Order 42,Apparel,393.28,3,1179.84,36.97816112127974
21,Customer 21,2024-02-01 12:36:34,False,42,2024-12-06 11:58:26,5,   ,Misc,92.06,3,276.18,7.966378410185704
21,Customer 21,2024-02-01 12:36:34,False,44,2024-09-27 21:48:09,1,Item 1 for Order 44,Books,471.13,3,1413.3899999999999,100.0
22,Customer 22,1970-01-01 00:00:00,False,44,2025-03-27 05:11:50,0,N/A,Misc,0.0,0,0.0,0.0
22,Customer 22,1970-01-01 00:00:00,False,46,1970-01-01 00:00:00,1,Item 1 for Order 46,Electronics,177.14,4,708.56,100.0
22,Customer 22,1970-01-01 00:00:00,False,47,2025-01-25 05:23:37,0,Item 2 for Order 47,Apparel,116.82,2,233.64,73.2850287004799
22,Customer 22,1970-01-01 00:00:00,False,47,2025-01-25 05:23:37,1,Item 1 for Order 47,Misc,85.17,1,85.17,100.0
